Order_ID,Customer_ID,Order_Date,Ship_Date,Ship_Mode,Segment,Region,Category,Sub_Category,Sales,Quantity,Discount,Profit,Order_Month,Order_Year,Ship_Days,Profit_Margin
ORD03604,C00752,2024-11-20 23:39:50,2024-11-25 23:39:50,Standard Class,Home Office,West,Office Supplies,Paper,76.12,6,0.06,8.29,2024-11,2024,5.0,10.890698896479241
ORD00800,C00515,2024-11-21 01:05:03,2024-11-24 01:05:03,First Class,Corporate,West,Technology,Accessories,244.98,2,0.126,25.61,2024-11,2024,3.0,10.453914605273901
ORD01625,C00947,2024-11-21 05:07:16,2024-11-25 05:07:16,Standard Class,Corporate,North,Furniture,Furnishings,538.89,5,0.089,-18.98,2024-11,2024,4.0,-3.5220545937018692
ORD00088,C00892,2024-11-21 08:26:41,2024-11-24 08:26:41,Standard Class,Consumer,East,Office Supplies,Binders,88.48,6,0.192,-3.33,2024-11,2024,3.0,-3.7635623869801087
ORD00697,C00048,2024-11-21 09:12:12,2024-11-24 09:12:12,Standard Class,Consumer,South,Office Supplies,Appliances,21.62,1,0.065,3.33,2024-11,2024,3.0,15.402405180388529
ORD02515,C00462,2024-11-21 15:11:49,2024-11-25 15:11:49,Standard Class,Home Office,East,Office Supplies,Art,117.87,7,0.02,15.45,2024-11,2024,4.0,13.10766098243828
ORD00144,C00617,2024-11-21 16:39:28,2024-11-26 16:39:28,Standard Class,Consumer,South,Furniture,Tables,335.17,2,0.116,17.8,2024-11,2024,5.0,5.3107378345317295
ORD02376,C00286,2024-11-21 18:51:59,2024-11-25 18:51:59,Second Class,Consumer,West,Office Supplies,Art,78.67,3,0.043,11.45,2024-11,2024,4.0,14.554468031015633
ORD02505,C00158,2024-11-21 20:44:38,2024-11-26 20:44:38,Standard Class,Consumer,North,Technology,Accessories,654.87,5,0.092,85.72,2024-11,2024,5.0,13.089620840777558
ORD03280,C00604,2024-11-21 23:22:53,2024-11-25 23:22:53,Standard Class,Consumer,East,Furniture,Chairs,232.88,2,0.136,-16.26,2024-11,2024,4.0,-6.98213672277568
ORD02255,C00010,2024-11-21 23:33:33,2024-11-25 23:33:33,Standard Class,Consumer,North,Office Supplies,Storage,26.47,3,0.052,2.69,2024-11,2024,4.0,10.162448054401208
ORD00183,C00416,2024-11-22 04:36:59,2024-11-27 04:36:59,Standard Class,Consumer,East,Technology,Phones,1203.09,8,0.154,137.0,2024-11,2024,5.0,11.387344255209502
ORD02696,C00050,2024-11-22 07:51:20,2024-11-25 07:51:20,Second Class,Consumer,West,Office Supplies,Binders,200.79,7,0.078,29.39,2024-11,2024,3.0,14.637183126649733
ORD01081,C00685,2024-11-22 08:06:30,2024-11-26 08:06:30,Second Class,Corporate,North,Office Supplies,Storage,278.94,6,0.208,-24.16,2024-11,2024,4.0,-8.661360866136086
ORD01381,C00674,2024-11-22 10:37:15,2024-11-26 10:37:15,Standard Class,Corporate,East,Technology,Accessories,267.35,2,0.259,4.86,2024-11,2024,4.0,1.8178417804376286
ORD03336,C00760,2024-11-22 13:21:15,2024-11-25 13:21:15,First Class,Corporate,North,Office Supplies,Art,66.55,4,0.173,-1.2,2024-11,2024,3.0,-1.8031555221637865
ORD00150,C00424,2024-11-22 14:19:15,2024-11-26 14:19:15,Standard Class,Home Office,East,Office Supplies,Storage,304.36,8,0.251,-32.89,2024-11,2024,4.0,-10.806282034432908
ORD01181,C00162,2024-11-23 04:35:32,2024-11-25 04:35:32,First Class,Corporate,North,Office Supplies,Binders,233.09,4,0.219,-13.96,2024-11,2024,2.0,-5.989102921618259
ORD03234,C00913,2024-11-23 04:44:45,2024-11-26 04:44:45,Second Class,Consumer,West,Technology,Phones,466.49,4,0.256,-26.13,2024-11,2024,3.0,-5.601406246650517
ORD01421,C00121,2024-11-23 05:10:33,2024-11-26 05:10:33,Second Class,Consumer,South,Furniture,Bookcases,206.59,3,0.19,-25.73,2024-11,2024,3.0,-12.45462026235539
ORD00663,C00805,2024-11-23 05:15:47,2024-11-28 05:15:47,Standard Class,Consumer,North,Technology,Laptops,518.84,4,0.042,75.74,2024-11,2024,5.0,14.597949271451698
ORD00288,C00759,2024-11-23 05:22:52,2024-11-26 05:22:52,First Class,Consumer,East,Technology,Accessories,781.9,6,0.092,90.27,2024-11,2024,3.0,11.544954597774652
ORD02011,C00835,2024-11-23 13:44:27,2024-11-26 13:44:27,Second Class,Corporate,South,Furniture,Bookcases,396.03,5,0.196,-27.32,2024-11,2024,3.0,-6.89846728783173
ORD02538,C00827,2024-11-23 14:38:20,2024-11-27 14:38:20,Standard Class,Consumer,East,Furniture,Furnishings,1020.77,5,0.076,117.95,2024-11,2024,4.0,11.555002596079431
ORD02755,C00510,2024-11-23 17:58:40,2024-11-25 17:58:40,First Class,Home Office,South,Furniture,Chairs,648.06,7,0.243,-92.45,2024-11,2024,2.0,-14.265654414714687
ORD01709,C00394,2024-11-23 17:59:12,2024-11-26 17:59:12,Standard Class,Home Office,South,Office Supplies,Binders,183.59,4,0.081,11.95,2024-11,2024,3.0,6.509069121411841
ORD02960,C00821,2024-11-23 23:20:44,2024-11-26 23:20:44,Standard Class,Home Office,South,Furniture,Bookcases,623.62,7,0.217,-68.25,2024-11,2024,3.0,-10.944164715692247
ORD02237,C00196,2024-11-24 00:48:48,2024-11-28 00:48:48,Second Class,Consumer,West,Office Supplies,Appliances,24.78,2,0.221,-1.58,2024-11,2024,4.0,-6.376109765940274
ORD01727,C00074,2024-11-24 01:19:35,2024-11-27 01:19:35,Standard Class,Corporate,North,Office Supplies,Storage,71.45,3,0.06,6.27,2024-11,2024,3.0,8.775367389783066
ORD02679,C00900,2024-11-24 03:48:17,2024-11-28 03:48:17,Second Class,Consumer,West,Furniture,Tables,1221.81,5,0.305,-203.34,2024-11,2024,4.0,-16.642522159746605
ORD03861,C00280,2024-11-24 04:37:07,2024-11-29 04:37:07,Standard Class,Home Office,East,Office Supplies,Appliances,313.01,8,0.204,6.59,2024-11,2024,5.0,2.1053640458771286
ORD02097,C00733,2024-11-24 05:33:52,2024-11-28 05:33:52,Standard Class,Corporate,East,Furniture,Bookcases,295.38,2,0.34,-60.54,2024-11,2024,4.0,-20.49563274426163
ORD03248,C00245,2024-11-24 06:55:06,2024-11-27 06:55:06,Second Class,Consumer,West,Office Supplies,Appliances,175.82,5,0.177,-3.7,2024-11,2024,3.0,-2.104424980093277
ORD00263,C00009,2024-11-24 09:20:30,2024-11-26 09:20:30,Second Class,Corporate,West,Technology,Phones,599.96,4,0.037,122.86,2024-11,2024,2.0,20.478031868791252
ORD02438,C00224,2024-11-24 09:32:05,2024-11-29 09:32:05,Standard Class,Consumer,South,Office Supplies,Binders,120.02,3,0.126,2.57,2024-11,2024,5.0,2.1413097817030495
ORD01468,C00275,2024-11-24 18:45:41,2024-11-27 18:45:41,Standard Class,Consumer,East,Furniture,Tables,298.06,4,0.161,-21.7,2024-11,2024,3.0,-7.280413339596054
ORD03631,C00004,2024-11-24 20:03:04,2024-11-27 20:03:04,First Class,Consumer,East,Technology,Laptops,507.92,4,0.097,66.17,2024-11,2024,3.0,13.027642148369821
ORD00084,C00347,2024-11-24 20:04:25,2024-11-29 20:04:25,Standard Class,Corporate,West,Office Supplies,Binders,61.39,3,0.078,7.24,2024-11,2024,5.0,11.793451702231634
ORD02829,C00366,2024-11-24 22:05:58,2024-11-28 22:05:58,Standard Class,Consumer,South,Technology,Accessories,236.55,2,0.134,19.38,2024-11,2024,4.0,8.192771084337348
ORD02918,C00799,2024-11-24 22:30:50,2024-11-25 22:30:50,Same Day,Consumer,North,Technology,Laptops,853.57,7,0.118,82.1,2024-11,2024,1.0,9.618426139625337
ORD03164,C00442,2024-11-25 03:26:43,2024-11-29 03:26:43,Standard Class,Corporate,South,Technology,Phones,600.55,5,0.161,39.89,2024-11,2024,4.0,6.642244609108318
ORD02671,C00818,2024-11-25 06:20:04,2024-11-28 06:20:04,Second Class,Consumer,South,Office Supplies,Storage,115.95,3,0.108,7.29,2024-11,2024,3.0,6.28719275549806
ORD00474,C00476,2024-11-25 11:43:36,2024-11-28 11:43:36,First Class,Consumer,South,Office Supplies,Appliances,216.78,8,0.148,5.54,2024-11,2024,3.0,2.5555863087000645
ORD01446,C00921,2024-11-25 15:21:57,2024-11-26 15:21:57,First Class,Home Office,South,Technology,Laptops,637.71,6,0.126,87.67,2024-11,2024,1.0,13.747628232268585
ORD02983,C00868,2024-11-25 20:51:16,2024-11-30 20:51:16,Standard Class,Corporate,South,Office Supplies,Paper,213.29,7,0.219,-13.98,2024-11,2024,5.0,-6.554456373950959
ORD00776,C00721,2024-11-26 02:05:24,2024-11-30 02:05:24,Standard Class,Consumer,South,Office Supplies,Storage,60.79,1,0.054,7.81,2024-11,2024,4.0,12.84750781378516
ORD01347,C00320,2024-11-26 03:25:06,2024-11-29 03:25:06,First Class,Consumer,North,Furniture,Chairs,1057.18,8,0.325,-287.4,2024-11,2024,3.0,-27.185531319169865
ORD02756,C00011,2024-11-26 06:18:36,2024-11-29 06:18:36,Standard Class,Home Office,North,Office Supplies,Paper,283.97,8,0.072,21.49,2024-11,2024,3.0,7.56770081346621
ORD00921,C00124,2024-11-26 06:55:41,2024-11-28 06:55:41,First Class,Consumer,North,Technology,Laptops,183.93,2,0.144,13.89,2024-11,2024,2.0,7.551786005545588
ORD03631,C00115,2024-11-26 07:07:53,2024-11-29 07:07:53,Standard Class,Corporate,North,Office Supplies,Binders,86.0,6,0.197,-0.25,2024-11,2024,3.0,-0.29069767441860467
ORD01148,C00683,2024-11-26 07:56:20,2024-11-29 07:56:20,Second Class,Corporate,South,Office Supplies,Storage,409.44,8,0.159,4.5,2024-11,2024,3.0,1.0990621336459556
ORD02248,C00011,2024-11-26 09:24:19,2024-11-29 09:24:19,Standard Class,Consumer,West,Furniture,Tables,554.91,3,0.17,-4.65,2024-11,2024,3.0,-0.8379737254689952
ORD02365,C00292,2024-11-26 14:14:24,2024-11-27 14:14:24,First Class,Consumer,South,Office Supplies,Storage,138.12,8,0.212,-15.57,2024-11,2024,1.0,-11.27280625543006
ORD01754,C00316,2024-11-26 21:27:50,2024-11-28 21:27:50,First Class,Consumer,South,Technology,Laptops,365.83,3,0.131,7.45,2024-11,2024,2.0,2.0364650247382663
ORD03112,C00505,2024-11-26 21:40:53,2024-12-01 21:40:53,Standard Class,Corporate,West,Furniture,Tables,157.2,1,0.161,-11.39,2024-11,2024,5.0,-7.245547073791349
ORD00206,C00133,2024-11-27 06:25:44,2024-12-02 06:25:44,Standard Class,Home Office,North,Furniture,Tables,1183.82,7,0.156,-77.11,2024-11,2024,5.0,-6.513659171157777
ORD03617,C00388,2024-11-27 08:16:24,2024-12-01 08:16:24,Standard Class,Corporate,East,Technology,Laptops,722.33,5,0.275,-19.57,2024-11,2024,4.0,-2.7092879985602147
ORD03615,C00454,2024-11-27 15:39:02,2024-11-28 15:39:02,Same Day,Home Office,South,Technology,Accessories,180.3,2,0.107,27.1,2024-11,2024,1.0,15.030504714364948
ORD00422,C00097,2024-11-27 15:55:22,2024-11-30 15:55:22,First Class,Home Office,South,Office Supplies,Binders,9.86,1,0.254,-0.5,2024-11,2024,3.0,-5.070993914807302
ORD00003,C00142,2024-11-27 18:05:39,2024-11-29 18:05:39,Same Day,Home Office,South,Furniture,Tables,314.92,2,0.161,-19.88,2024-11,2024,2.0,-6.312714340149879
ORD02413,C00820,2024-11-27 18:10:54,2024-11-29 18:10:54,Second Class,Consumer,East,Technology,Accessories,337.48,3,0.09,51.47,2024-11,2024,2.0,15.251274149579233
ORD01548,C00946,2024-11-27 18:39:19,2024-12-01 18:39:19,Standard Class,Consumer,North,Technology,Laptops,650.62,5,0.158,56.94,2024-11,2024,4.0,8.751652270142324
ORD02230,C00011,2024-11-27 22:23:04,2024-12-01 22:23:04,Second Class,Corporate,South,Office Supplies,Art,180.24,6,0.291,-11.92,2024-11,2024,4.0,-6.61340434975588
ORD02097,C00514,2024-11-27 22:47:08,2024-11-28 22:47:08,First Class,Consumer,East,Technology,Laptops,1189.86,8,0.147,35.3,2024-11,2024,1.0,2.9667355823374177
ORD03321,C00075,2024-11-27 23:58:42,2024-12-02 23:58:42,Standard Class,Consumer,East,Office Supplies,Binders,171.67,3,0.021,33.09,2024-11,2024,5.0,19.275353876623758
ORD00027,C00926,2024-11-28 01:44:59,2024-12-01 01:44:59,Standard Class,Consumer,East,Technology,Phones,453.34,3,0.166,30.49,2024-11,2024,3.0,6.72563638770018
ORD01417,C00359,2024-11-28 05:39:52,2024-12-01 05:39:52,Second Class,Corporate,South,Office Supplies,Appliances,62.75,2,0.087,6.93,2024-11,2024,3.0,11.04382470119522
ORD02342,C00923,2024-11-28 09:46:08,2024-12-02 09:46:08,Standard Class,Corporate,South,Technology,Accessories,85.36,1,0.207,0.7,2024-11,2024,4.0,0.8200562324273664
ORD01240,C00129,2024-11-28 11:34:35,2024-11-30 11:34:35,Second Class,Consumer,North,Technology,Phones,617.88,5,0.049,84.17,2024-11,2024,2.0,13.62238622386224
ORD02225,C00088,2024-11-28 15:07:36,2024-12-02 15:07:36,Standard Class,Consumer,South,Technology,Laptops,929.9,7,0.098,35.24,2024-11,2024,4.0,3.7896548015915696
ORD01035,C00909,2024-11-28 17:12:02,2024-12-01 17:12:02,Standard Class,Corporate,South,Technology,Laptops,732.04,7,0.122,59.57,2024-11,2024,3.0,8.137533468116496
ORD03843,C00816,2024-11-28 17:44:23,2024-12-03 17:44:23,Standard Class,Home Office,South,Technology,Accessories,549.09,4,0.217,39.87,2024-11,2024,5.0,7.261104736928371
ORD01431,C00093,2024-11-28 22:06:23,2024-12-02 22:06:23,Standard Class,Corporate,East,Technology,Laptops,750.86,5,0.156,4.285,2024-11,2024,4.0,0.5706789547984977
ORD00935,C00781,2024-11-29 00:31:30,2024-12-01 00:31:30,Second Class,Consumer,South,Technology,Laptops,93.41,1,0.22,0.24,2024-11,2024,2.0,0.25693180601648646
ORD02801,C00206,2024-11-29 04:11:44,2024-12-02 04:11:44,Standard Class,Consumer,West,Technology,Phones,683.67,4,0.247,-20.09,2024-11,2024,3.0,-2.9385522254889054
ORD02857,C00208,2024-11-29 05:02:32,2024-12-03 05:02:32,Second Class,Consumer,North,Furniture,Chairs,194.15,1,0.086,11.28,2024-11,2024,4.0,5.809940767447849
ORD01626,C00125,2024-11-29 06:42:32,2024-12-02 06:42:32,Standard Class,Consumer,East,Technology,Phones,564.6,5,0.039,122.09,2024-11,2024,3.0,21.624158696422246
ORD01942,C00674,2024-11-29 08:38:04,2024-12-03 08:38:04,Second Class,Corporate,South,Office Supplies,Paper,165.37,3,0.088,4.83,2024-11,2024,4.0,2.920723226703755
ORD00648,C00110,2024-11-29 21:57:15,2024-11-30 21:57:15,First Class,Corporate,North,Technology,Phones,861.02,8,0.049,165.4,2024-11,2024,1.0,19.209774453555088
ORD03503,C00770,2024-11-30 05:03:51,2024-12-05 05:03:51,Standard Class,Consumer,North,Technology,Phones,126.97,1,0.133,12.01,2024-11,2024,5.0,9.458927305662755
ORD03607,C00377,2024-11-30 12:45:03,2024-12-05 12:45:03,Standard Class,Corporate,East,Technology,Laptops,919.66,7,0.149,89.3,2024-11,2024,5.0,9.710110258138878
ORD03683,C00258,2024-11-30 17:45:44,2024-12-04 17:45:44,Standard Class,Consumer,North,Office Supplies,Storage,189.72,5,0.171,-13.81,2024-11,2024,4.0,-7.2791482184271565
ORD02128,C00864,2024-11-30 17:58:56,2024-12-04 17:58:56,Second Class,Consumer,North,Furniture,Bookcases,168.02,1,0.215,-9.44,2024-11,2024,4.0,-5.618378764432805
ORD00477,C00630,2024-12-01 00:12:15,2024-12-06 00:12:15,Standard Class,Consumer,South,Technology,Phones,857.63,8,0.221,15.4,2024-12,2024,5.0,1.7956461411098028
ORD01709,C00449,2024-12-01 00:27:21,2024-12-05 00:27:21,Standard Class,Corporate,North,Furniture,Bookcases,336.19,5,0.109,1.58,2024-12,2024,4.0,0.469972337071299
ORD02280,C00846,2024-12-01 14:06:35,2024-12-03 14:06:35,First Class,Consumer,South,Office Supplies,Paper,147.38,3,0.241,-9.17,2024-12,2024,2.0,-6.222011127697109
ORD01744,C00288,2024-12-01 16:15:27,2024-12-04 16:15:27,Standard Class,Consumer,South,Furniture,Bookcases,788.47,6,0.127,37.31,2024-12,2024,3.0,4.731949218105952
ORD01445,C00942,2024-12-01 19:47:40,2024-12-05 19:47:40,Second Class,Consumer,North,Technology,Phones,634.12,4,0.156,38.6,2024-12,2024,4.0,6.087175928846275
ORD00916,C00325,2024-12-01 23:26:30,2024-12-02 23:26:30,First Class,Corporate,North,Furniture,Bookcases,424.01,3,0.124,16.44,2024-12,2024,1.0,3.877267045588548
ORD03729,C00478,2024-12-02 03:54:30,2024-12-05 03:54:30,Standard Class,Home Office,East,Office Supplies,Storage,205.56,6,0.324,-14.08,2024-12,2024,3.0,-6.849581630667445
ORD01043,C00782,2024-12-02 08:07:25,2024-12-07 08:07:25,Standard Class,Corporate,South,Technology,Phones,746.36,7,0.141,47.24,2024-12,2024,5.0,6.329385283241332
ORD02438,C00526,2024-12-02 08:41:00,2024-12-07 08:41:00,Standard Class,Consumer,West,Office Supplies,Binders,291.92,6,0.287,-26.12,2024-12,2024,5.0,-8.94765689229926
ORD01254,C00793,2024-12-02 11:31:04,2024-12-03 11:31:04,First Class,Consumer,North,Office Supplies,Art,306.02,5,0.111,27.98,2024-12,2024,1.0,9.143193255342789
ORD02844,C00339,2024-12-02 14:27:43,2024-12-06 14:27:43,Second Class,Consumer,East,Furniture,Tables,519.82,2,0.191,-16.71,2024-12,2024,4.0,-3.214574275710823
ORD00181,C00799,2024-12-02 16:22:46,2024-12-05 16:22:46,Standard Class,Consumer,West,Technology,Laptops,1443.0,8,0.11,90.05,2024-12,2024,3.0,6.240471240471241
ORD01980,C00663,2024-12-03 00:15:22,2024-12-07 00:15:22,Standard Class,Consumer,North,Office Supplies,Storage,152.77,4,0.144,-0.07,2024-12,2024,4.0,-0.04582051449891995
ORD02691,C00022,2024-12-03 01:27:37,2024-12-04 01:27:37,Same Day,Consumer,West,Furniture,Furnishings,583.76,6,0.165,-31.53,2024-12,2024,1.0,-5.401192270796217
ORD00462,C00491,2024-12-03 02:20:04,2024-12-06 02:20:04,Second Class,Consumer,South,Office Supplies,Binders,78.05,2,0.305,-8.03,2024-12,2024,3.0,-10.288276745675848
ORD03352,C00603,2024-12-03 03:02:59,2024-12-06 03:02:59,Standard Class,Consumer,South,Technology,Accessories,639.42,5,0.149,18.46,2024-12,2024,3.0,2.8869913358981583
ORD00850,C00503,2024-12-03 04:05:20,2024-12-06 04:05:20,First Class,Consumer,East,Technology,Accessories,104.76,1,0.224,8.37,2024-12,2024,3.0,7.989690721649484
ORD01097,C00487,2024-12-03 12:21:07,2024-12-07 12:21:07,Standard Class,Home Office,East,Technology,Phones,642.35,6,0.192,47.5,2024-12,2024,4.0,7.394722503308166
ORD02986,C00830,2024-12-03 16:47:24,2024-12-05 16:47:24,First Class,Home Office,East,Technology,Laptops,1144.44,6,0.211,33.75,2024-12,2024,2.0,2.949040578798364
ORD02978,C00078,2024-12-03 20:14:41,2024-12-06 20:14:41,Second Class,Consumer,South,Office Supplies,Art,108.24,3,0.121,2.94,2024-12,2024,3.0,2.7161862527716187
ORD03861,C00244,2024-12-03 22:43:07,2024-12-06 22:43:07,First Class,Corporate,West,Office Supplies,Paper,155.39,4,0.094,18.55,2024-12,2024,3.0,11.937705129030183
ORD00373,C00620,2024-12-03 23:53:48,2024-12-07 23:53:48,Standard Class,Corporate,East,Furniture,Furnishings,556.87,6,0.306,-80.48,2024-12,2024,4.0,-14.45220608041374
ORD03453,C00203,2024-12-04 03:22:03,2024-12-06 03:22:03,Second Class,Corporate,South,Office Supplies,Art,173.2,5,0.176,-7.07,2024-12,2024,2.0,-4.081986143187068
ORD03894,C00233,2024-12-04 11:35:54,2024-12-08 11:35:54,Second Class,Home Office,North,Furniture,Tables,1315.8,6,0.324,-211.8,2024-12,2024,4.0,-16.09667122663019
ORD01697,C00937,2024-12-04 14:16:06,2024-12-06 14:16:06,First Class,Consumer,West,Furniture,Chairs,307.86,3,0.101,0.56,2024-12,2024,2.0,0.18190086402910416
ORD00978,C00817,2024-12-04 14:48:37,2024-12-08 14:48:37,Standard Class,Consumer,South,Furniture,Furnishings,758.0,6,0.135,-19.32,2024-12,2024,4.0,-2.548812664907652
ORD02293,C00732,2024-12-04 15:30:00,2024-12-09 15:30:00,Standard Class,Consumer,East,Office Supplies,Binders,255.37,4,0.093,16.38,2024-12,2024,5.0,6.4142225006852795
ORD00971,C00137,2024-12-04 15:55:06,2024-12-07 15:55:06,Standard Class,Consumer,East,Office Supplies,Paper,473.83,8,0.068,43.06,2024-12,2024,3.0,9.08764746850136
ORD03788,C00469,2024-12-04 19:45:45,2024-12-06 19:45:45,Second Class,Consumer,East,Office Supplies,Binders,438.72,7,0.034,55.42,2024-12,2024,2.0,12.632202771699488
ORD01074,C00656,2024-12-04 23:43:31,2024-12-08 23:43:31,Standard Class,Corporate,North,Furniture,Chairs,1283.32,6,0.228,4.285,2024-12,2024,4.0,0.3338995729825765
ORD02155,C00904,2024-12-05 05:11:14,2024-12-09 05:11:14,Standard Class,Corporate,East,Technology,Laptops,504.56,3,0.149,59.85,2024-12,2024,4.0,11.861820199778023
ORD03818,C00520,2024-12-05 10:20:05,2024-12-08 10:20:05,Second Class,Consumer,South,Technology,Laptops,248.78,2,0.232,6.33,2024-12,2024,3.0,2.5444167537583406
ORD03041,C00885,2024-12-05 11:02:51,2024-12-08 11:02:51,Second Class,Consumer,East,Office Supplies,Appliances,160.34,3,0.112,11.55,2024-12,2024,3.0,7.203442684295871
ORD01431,C00407,2024-12-06 00:04:13,2024-12-10 00:04:13,Second Class,Corporate,South,Furniture,Chairs,191.52,3,0.155,-0.4,2024-12,2024,4.0,-0.20885547201336674
ORD00184,C00153,2024-12-06 04:03:35,2024-12-10 04:03:35,Standard Class,Corporate,West,Technology,Phones,1150.91,6,0.135,11.22,2024-12,2024,4.0,0.9748807465396947
ORD01907,C00561,2024-12-06 13:14:32,2024-12-09 13:14:32,Standard Class,Home Office,South,Office Supplies,Binders,95.66,2,0.113,-0.63,2024-12,2024,3.0,-0.6585824796153043
ORD00063,C00420,2024-12-06 16:57:07,2024-12-09 16:57:07,Standard Class,Consumer,East,Technology,Accessories,278.3,2,0.041,69.94,2024-12,2024,3.0,25.131153431548686
ORD03151,C00919,2024-12-06 17:02:59,2024-12-10 17:02:59,Standard Class,Corporate,South,Office Supplies,Storage,50.37,4,0.09,2.44,2024-12,2024,4.0,4.844153265832837
ORD02501,C00599,2024-12-06 23:43:27,2024-12-10 23:43:27,Standard Class,Home Office,East,Office Supplies,Appliances,21.68,1,0.162,-0.99,2024-12,2024,4.0,-4.566420664206642
ORD00694,C00672,2024-12-07 01:52:06,2024-12-10 01:52:06,First Class,Consumer,North,Office Supplies,Art,135.21,8,0.098,10.35,2024-12,2024,3.0,7.654759263368094
ORD02250,C00092,2024-12-07 04:31:32,2024-12-10 04:31:32,First Class,Consumer,West,Office Supplies,Storage,99.95,3,0.153,6.88,2024-12,2024,3.0,6.8834417208604295
ORD00117,C00489,2024-12-07 04:45:14,2024-12-12 04:45:14,Standard Class,Corporate,East,Furniture,Chairs,1260.35,5,0.529,-433.49,2024-12,2024,5.0,-34.394414250009916
ORD01756,C00598,2024-12-07 06:19:44,2024-12-09 06:19:44,Same Day,Home Office,West,Office Supplies,Appliances,33.53,1,0.15,1.17,2024-12,2024,2.0,3.489412466447957
ORD00501,C00787,2024-12-07 09:03:26,2024-12-11 09:03:26,Second Class,Corporate,North,Office Supplies,Storage,67.32,1,0.085,6.25,2024-12,2024,4.0,9.284016636957816
ORD02484,C00337,2024-12-07 09:16:15,2024-12-10 09:16:15,Second Class,Corporate,North,Office Supplies,Art,21.9,2,0.19,-1.04,2024-12,2024,3.0,-4.748858447488584
ORD03385,C00054,2024-12-07 10:33:57,2024-12-11 10:33:57,Standard Class,Corporate,North,Office Supplies,Appliances,417.46,7,0.024,58.45,2024-12,2024,4.0,14.001341445887034
ORD03007,C00023,2024-12-07 19:24:51,2024-12-10 19:24:51,Second Class,Home Office,West,Furniture,Chairs,193.16,2,0.213,-7.64,2024-12,2024,3.0,-3.955270242286187
ORD03531,C00816,2024-12-07 20:58:32,2024-12-12 20:58:32,Standard Class,Consumer,West,Technology,Laptops,1352.2,8,0.291,-1.34,2024-12,2024,5.0,-0.09909776660257359
ORD00448,C00453,2024-12-07 22:25:54,2024-12-09 22:25:54,First Class,Home Office,South,Office Supplies,Appliances,39.91,2,0.069,3.22,2024-12,2024,2.0,8.06815334502631
ORD01044,C00625,2024-12-07 22:39:34,2024-12-11 22:39:34,Second Class,Corporate,East,Technology,Laptops,193.49,1,0.398,-29.59,2024-12,2024,4.0,-15.292779988629905
ORD02564,C00785,2024-12-08 03:15:11,2024-12-09 03:15:11,First Class,Corporate,North,Office Supplies,Appliances,76.47,5,0.359,-6.92,2024-12,2024,1.0,-9.049300379233687
ORD02670,C00439,2024-12-08 04:39:46,2024-12-11 04:39:46,Second Class,Consumer,West,Office Supplies,Appliances,335.79,5,0.027,24.86,2024-12,2024,3.0,7.403436671729353
ORD01842,C00405,2024-12-08 05:20:16,2024-12-12 05:20:16,Standard Class,Corporate,North,Office Supplies,Art,49.94,1,0.075,4.83,2024-12,2024,4.0,9.671605927112536
ORD02824,C00225,2024-12-08 06:39:23,2024-12-10 06:39:23,Second Class,Consumer,West,Technology,Laptops,1175.65,7,0.023,233.67,2024-12,2024,2.0,19.87581337983243
ORD00027,C00067,2024-12-08 08:58:08,2024-12-08 08:58:08,Same Day,Corporate,East,Office Supplies,Paper,296.2,5,0.164,10.98,2024-12,2024,0.0,3.7069547602970965
ORD00703,C00495,2024-12-08 14:36:28,2024-12-11 14:36:28,Second Class,Corporate,North,Office Supplies,Storage,367.93,7,0.105,30.94,2024-12,2024,3.0,8.409208273312858
ORD03743,C00222,2024-12-08 18:26:01,2024-12-12 18:26:01,Standard Class,Corporate,West,Technology,Phones,469.31,4,0.103,63.36,2024-12,2024,4.0,13.500671198141953
ORD02260,C00458,2024-12-08 18:37:04,2024-12-13 18:37:04,Standard Class,Consumer,South,Office Supplies,Paper,143.74,3,0.289,-20.63,2024-12,2024,5.0,-14.35230276888827
ORD01609,C00222,2024-12-08 22:54:41,2024-12-12 22:54:41,Second Class,Corporate,East,Furniture,Tables,500.98,5,0.173,-14.02,2024-12,2024,4.0,-2.7985149107748812
ORD01007,C00371,2024-12-09 01:37:41,2024-12-12 01:37:41,Standard Class,Consumer,South,Office Supplies,Binders,210.2,8,0.215,-10.18,2024-12,2024,3.0,-4.843006660323502
ORD02219,C00933,2024-12-09 05:22:21,2024-12-13 05:22:21,Second Class,Corporate,West,Technology,Phones,159.86,1,0.033,32.7,2024-12,2024,4.0,20.455398473664456
ORD01634,C00403,2024-12-09 07:13:57,2024-12-10 07:13:57,First Class,Corporate,North,Office Supplies,Art,37.55,2,0.027,3.8,2024-12,2024,1.0,10.119840213049267
ORD01311,C00677,2024-12-09 19:49:37,2024-12-14 19:49:37,Standard Class,Corporate,North,Technology,Laptops,489.68,5,0.165,61.19,2024-12,2024,5.0,12.49591570004901
ORD01872,C00535,2024-12-09 21:36:19,2024-12-13 21:36:19,Standard Class,Consumer,West,Furniture,Chairs,441.33,5,0.089,38.76,2024-12,2024,4.0,8.782543674801168
ORD03394,C00489,2024-12-10 04:54:14,2024-12-14 04:54:14,Standard Class,Corporate,West,Office Supplies,Art,251.94,5,0.236,-4.26,2024-12,2024,4.0,-1.6908787806620622
