Order_ID,Customer_ID,Order_Date,Ship_Date,Ship_Mode,Segment,Region,Category,Sub_Category,Sales,Quantity,Discount,Profit
ORD00632,C00199,2025-08-26 10:13:59,2025-08-31 10:13:59,Standard Class,Consumer,South,Technology,Accessories,190.24,2,0.273,-0.3
ORD02092,C00203,2024-09-11 10:12:07,2024-09-13 10:12:07,First Class,Home Office,East,Office Supplies,Appliances,100.79,8,0.221,-2.58
ORD03589,C00844,2025-02-13 16:37:41,2025-02-15 16:37:41,Second Class,Home Office,North,Furniture,Bookcases,837.21,7,0.153,0.69
ORD03106,C00594,2024-04-25 03:52:44,2024-04-29 03:52:44,Second Class,Consumer,North,Office Supplies,Storage,45.64,3,0.179,2.12
ORD01632,C00011,2024-10-08 07:40:23,2024-10-10 07:40:23,First Class,Consumer,North,Office Supplies,Binders,32.97,2,0.135,-0.62
ORD00750,C00723,2025-07-04 20:32:21,2025-07-08 20:32:21,Second Class,Corporate,North,Office Supplies,Art,50.58,1,0.087,4.93
ORD02988,C00687,2024-07-16 14:36:26,2024-07-20 14:36:26,Standard Class,Consumer,West,Technology,Accessories,543.28,4,0.14,64.61
ORD00355,C00847,2024-04-06 13:28:23,2024-04-10 13:28:23,Standard Class,Consumer,West,Technology,Accessories,212.08,2,0.363,-36.27
ORD00447,C00513,2025-01-16 00:00:41,2025-01-18 00:00:41,First Class,Consumer,North,Technology,Laptops,1052.05,8,0.022,295.47
ORD02861,C00896,2024-04-28 14:50:29,2024-04-30 14:50:29,Second Class,Consumer,West,Technology,Accessories,1499.87,8,0.191,145.7
ORD00722,C00893,2024-08-17 18:24:47,2024-08-19 18:24:47,First Class,Home Office,East,Office Supplies,Storage,446.67,7,0.269,-14.72
ORD00084,C00347,2024-11-24 20:04:25,2024-11-29 20:04:25,Standard Class,Corporate,West,Office Supplies,Binders,61.39,3,0.078,7.24
ORD03865,C00076,2025-02-15 18:56:48,2025-02-20 18:56:48,Standard Class,Home Office,South,Technology,Phones,969.24,6,0.07,86.22
ORD02011,C00895,2025-04-11 17:52:42,2025-04-13 17:52:42,First Class,Corporate,South,Office Supplies,Storage,196.04,4,0.092,1.04
ORD03056,C00622,2025-05-08 22:56:59,2025-05-11 22:56:59,Second Class,Corporate,South,Office Supplies,Appliances,121.03,3,0.392,-25.67
ORD02754,C00831,2025-09-08 07:54:33,2025-09-11 07:54:33,Standard Class,Corporate,West,Office Supplies,Art,127.97,5,0.32,-11.08
ORD03213,C00072,2024-02-18 05:42:27,2024-02-23 05:42:27,Standard Class,Corporate,East,Office Supplies,Storage,78.51,2,0.182,1.6
ORD02601,C00300,2024-09-21 11:54:41,2024-09-24 11:54:41,First Class,Consumer,South,Technology,Laptops,751.4,8,0.245,38.69
ORD02770,C00001,2024-01-01 18:42:07,2024-01-03 18:42:07,Second Class,Consumer,North,Office Supplies,Paper,89.88,2,0.231,-5.11
ORD01989,C00352,2024-01-07 21:26:08,2024-01-12 21:26:08,Standard Class,Consumer,East,Technology,Laptops,481.9,3,0.068,63.82
ORD00628,C00715,2024-06-03 23:05:43,2024-06-08 23:05:43,Standard Class,Consumer,West,Technology,Accessories,276.43,2,0.302,-14.33
ORD03047,C00160,2025-03-12 15:28:08,2025-03-16 15:28:08,Standard Class,Consumer,South,Technology,Phones,577.6,5,0.149,5.35
ORD01887,C00356,2025-10-14 23:50:29,2025-10-18 23:50:29,Standard Class,Consumer,East,Office Supplies,Binders,350.82,6,0.096,49.52
ORD02301,C00825,2025-07-18 16:26:34,2025-07-23 16:26:34,Standard Class,Corporate,South,Technology,Laptops,905.35,8,0.127,62.76
ORD01184,C00290,2025-04-16 19:00:51,2025-04-20 19:00:51,Standard Class,Consumer,South,Office Supplies,Art,158.88,4,0.15,3.45
ORD03211,C00503,2025-07-22 01:25:48,2025-07-25 01:25:48,First Class,Consumer,East,Technology,Phones,352.65,2,0.291,-5.33
ORD02945,C00414,2024-05-05 12:44:43,2024-05-10 12:44:43,Standard Class,Consumer,West,Technology,Laptops,132.17,1,0.138,8.2
ORD02265,C00196,2025-09-05 01:54:48,2025-09-08 01:54:48,First Class,Consumer,West,Furniture,Chairs,891.06,5,0.087,48.2
ORD00709,C00882,2025-10-11 21:25:28,2025-10-16 21:25:28,Standard Class,Home Office,South,Office Supplies,Paper,343.9,8,0.09,21.91
ORD01687,C00769,2024-03-10 09:21:13,2024-03-15 09:21:13,Standard Class,Consumer,South,Technology,Laptops,117.83,1,0.235,3.26
ORD01007,C00371,2024-12-09 01:37:41,2024-12-12 01:37:41,Standard Class,Consumer,South,Office Supplies,Binders,210.2,8,0.215,-10.18
ORD02331,C00808,2025-08-28 22:15:09,2025-09-02 22:15:09,Standard Class,Consumer,North,Technology,Laptops,448.49,3,0.28,-74.4
ORD00267,C00472,2024-12-13 13:07:39,2024-12-16 13:07:39,Second Class,Corporate,South,Furniture,Bookcases,601.59,8,0.218,-86.11
ORD01658,C00608,2025-09-05 13:04:50,2025-09-06 13:04:50,First Class,Corporate,North,Technology,Laptops,90.13,1,0.038,10.24
ORD03823,C00279,2025-11-13 22:41:41,2025-11-17 22:41:41,Second Class,Consumer,South,Office Supplies,Appliances,233.97,8,0.263,-1.26
ORD00818,C00375,2024-12-12 12:07:10,2024-12-15 12:07:10,Second Class,Consumer,North,Furniture,Furnishings,623.96,3,0.285,-48.75
ORD01925,C00879,2024-02-13 10:12:24,2024-02-15 10:12:24,First Class,Corporate,South,Technology,Phones,376.82,3,0.087,7.61
ORD01838,C00209,2024-09-05 05:43:21,2024-09-08 05:43:21,Second Class,Home Office,West,Technology,Phones,238.55,2,0.305,-23.86
ORD03380,C00393,2024-06-06 01:55:24,2024-06-09 01:55:24,Second Class,Consumer,North,Office Supplies,Paper,69.43,2,0.049,4.07
ORD03697,C00728,2024-12-12 02:29:45,2024-12-16 02:29:45,Second Class,Consumer,East,Furniture,Chairs,1070.63,7,0.14,-6.69
ORD03255,C00313,2025-03-03 14:42:49,2025-03-08 14:42:49,Standard Class,Consumer,West,Office Supplies,Art,60.95,1,0.002,7.63
ORD02293,C00732,2024-12-04 15:30:00,2024-12-09 15:30:00,Standard Class,Consumer,East,Office Supplies,Binders,255.37,4,0.093,16.38
ORD01638,C00373,2024-05-22 16:55:25,2024-05-26 16:55:25,Second Class,Corporate,North,Technology,Accessories,1034.33,8,0.239,-63.76
ORD02840,C00485,2024-08-07 20:24:37,2024-08-09 20:24:37,Second Class,Home Office,South,Office Supplies,Storage,173.12,4,0.105,12.13
ORD00198,C00941,2025-05-11 01:18:47,2025-05-15 01:18:47,Standard Class,Home Office,East,Technology,Accessories,1197.23,7,0.183,-35.81
ORD02563,C00705,2024-01-20 16:44:36,2024-01-22 16:44:36,Same Day,Corporate,East,Office Supplies,Storage,340.29,6,0.141,49.65
ORD01221,C00872,2024-06-05 06:53:48,2024-06-10 06:53:48,Standard Class,Consumer,North,Technology,Phones,924.8,7,0.091,185.65
ORD01799,C00190,2025-10-13 09:49:20,2025-10-15 09:49:20,Second Class,Home Office,South,Office Supplies,Binders,70.4,8,0.117,10.66
ORD02532,C00793,2024-03-13 09:13:48,2024-03-15 09:13:48,Same Day,Consumer,East,Technology,Laptops,171.58,1,0.127,21.03
ORD01588,C00503,2024-10-29 18:20:54,2024-11-03 18:20:54,Standard Class,Consumer,South,Office Supplies,Storage,101.34,3,0.116,11.2
ORD01155,C00727,2024-05-31 02:22:47,2024-06-02 02:22:47,First Class,Corporate,East,Office Supplies,Storage,155.7,3,0.006,30.39
ORD00774,C00309,2024-03-17 09:28:56,2024-03-18 09:28:56,First Class,Consumer,North,Furniture,Bookcases,120.29,1,0.181,-11.23
ORD01571,C00695,2024-11-04 14:18:01,2024-11-07 14:18:01,Second Class,Corporate,South,Furniture,Tables,67.41,1,0.375,-17.46
ORD00061,C00942,2025-01-15 15:39:54,2025-01-16 15:39:54,Same Day,Home Office,West,Office Supplies,Art,24.39,1,0.239,-0.62
ORD03359,C00472,2024-05-08 13:56:34,2024-05-10 13:56:34,Second Class,Corporate,North,Office Supplies,Paper,193.32,8,0.145,16.77
ORD03366,C00403,2024-02-26 18:57:05,2024-03-01 18:57:05,Standard Class,Corporate,East,Technology,Accessories,794.71,7,0.152,57.67
ORD02648,C00501,2024-04-08 07:48:15,2024-04-11 07:48:15,Second Class,Consumer,South,Furniture,Furnishings,551.39,5,0.229,-47.38
ORD01083,C00196,2025-04-20 15:03:20,2025-04-25 15:03:20,Standard Class,Consumer,South,Office Supplies,Paper,98.81,7,0.21,-5.85
ORD02986,C00533,2025-09-20 00:08:19,2025-09-23 00:08:19,Standard Class,Corporate,West,Office Supplies,Art,71.52,3,0.169,-0.07
ORD02308,C00187,2024-05-11 14:42:02,2024-05-15 14:42:02,Standard Class,Corporate,South,Office Supplies,Art,271.54,4,0.091,-0.93
ORD01032,C00657,2024-08-21 21:21:32,2024-08-24 21:21:32,Standard Class,Home Office,North,Furniture,Chairs,1047.75,8,0.295,-136.71
ORD01803,C00945,2024-09-07 23:38:52,2024-09-08 23:38:52,First Class,Consumer,West,Furniture,Bookcases,245.43,2,0.201,-20.38
ORD00313,C00724,2024-09-20 08:29:31,2024-09-23 08:29:31,First Class,Consumer,East,Furniture,Furnishings,365.85,2,0.144,-28.23
ORD00426,C00949,2024-06-27 08:08:39,2024-06-28 08:08:39,Same Day,Consumer,East,Office Supplies,Paper,202.86,5,0.131,3.18
ORD01471,C00418,2024-02-10 08:20:15,2024-02-13 08:20:15,Standard Class,Corporate,North,Office Supplies,Appliances,36.07,3,0.069,4.18
ORD00139,C00759,2025-01-18 08:43:41,2025-01-21 08:43:41,Second Class,Corporate,North,Furniture,Chairs,879.69,6,0.156,3.98
ORD03391,C00534,2024-09-17 21:06:56,2024-09-21 21:06:56,Second Class,Home Office,East,Office Supplies,Binders,148.9,6,0.086,11.12
ORD03672,C00457,2024-09-06 20:21:23,2024-09-10 20:21:23,Standard Class,Consumer,North,Office Supplies,Appliances,103.1,3,0.135,9.47
ORD01283,C00600,2024-07-12 07:25:18,2024-07-16 07:25:18,Second Class,Consumer,North,Office Supplies,Appliances,19.23,1,0.237,0.36
ORD01412,C00632,2025-11-09 10:01:43,2025-11-12 10:01:43,Standard Class,Consumer,West,Office Supplies,Art,38.05,1,0.183,-0.3
ORD03002,C00048,2025-03-21 15:41:54,2025-03-23 15:41:54,First Class,Consumer,South,Office Supplies,Art,78.8,4,0.197,0.9
ORD01225,C00667,2024-11-01 15:28:50,2024-11-06 15:28:50,Standard Class,Consumer,North,Office Supplies,Paper,72.07,3,0.006,9.33
ORD03065,C00500,2024-05-29 22:26:16,2024-05-30 22:26:16,First Class,Corporate,North,Furniture,Tables,190.43,1,0.201,-23.78
ORD00332,C00124,2025-08-07 19:41:07,2025-08-08 19:41:07,First Class,Consumer,South,Furniture,Bookcases,533.11,6,0.137,-37.76
ORD02080,C00171,2025-10-10 12:09:45,2025-10-12 12:09:45,Second Class,Consumer,East,Office Supplies,Binders,253.52,8,0.027,24.58
ORD00012,C00137,2024-01-24 14:13:31,2024-01-27 14:13:31,Standard Class,Corporate,West,Technology,Accessories,968.22,8,0.195,24.03
ORD02833,C00781,2025-11-09 15:45:33,2025-11-14 15:45:33,Standard Class,Corporate,North,Office Supplies,Binders,45.14,1,0.138,5.87
ORD02823,C00374,2025-05-25 13:50:24,2025-05-26 13:50:24,Same Day,Consumer,North,Office Supplies,Binders,81.05,2,0.062,6.93
ORD01794,C00410,2024-03-13 21:02:24,2024-03-16 21:02:24,Standard Class,Consumer,East,Office Supplies,Binders,230.09,4,0.063,19.9
ORD03458,C00356,2025-07-03 19:18:22,2025-07-06 19:18:22,Standard Class,Corporate,South,Furniture,Chairs,1054.61,8,0.177,-60.95
ORD02592,C00690,2024-03-19 09:41:59,2024-03-21 09:41:59,Same Day,Corporate,East,Technology,Phones,946.84,5,0.004,138.84
ORD00993,C00445,2024-02-07 03:05:56,2024-02-10 03:05:56,Second Class,Corporate,West,Technology,Laptops,495.05,4,0.119,59.0
ORD02303,C00941,2024-03-25 04:31:09,2024-03-29 04:31:09,Second Class,Consumer,East,Furniture,Furnishings,1756.71,8,0.251,-151.8
ORD01744,C00288,2024-12-01 16:15:27,2024-12-04 16:15:27,Standard Class,Consumer,South,Furniture,Bookcases,788.47,6,0.127,37.31
ORD02725,C00903,2025-03-28 06:51:12,2025-04-02 06:51:12,Standard Class,Home Office,West,Office Supplies,Paper,301.87,8,0.177,21.02
ORD02421,C00587,2024-10-24 08:19:54,2024-10-26 08:19:54,First Class,Consumer,North,Technology,Phones,891.43,7,0.294,-29.31
ORD03038,C00608,2024-03-30 00:53:46,2024-04-04 00:53:46,Standard Class,Consumer,West,Office Supplies,Appliances,609.32,8,0.127,27.64
ORD00652,C00717,2024-05-25 09:25:54,2024-05-29 09:25:54,Standard Class,Home Office,East,Office Supplies,Art,292.39,5,0.251,-21.35
ORD00087,C00831,2025-09-14 05:44:17,2025-09-19 05:44:17,Standard Class,Consumer,East,Office Supplies,Art,88.42,3,0.106,7.33
ORD01444,C00827,2025-12-03 17:10:08,2025-12-06 17:10:08,Second Class,Corporate,West,Technology,Accessories,154.33,1,0.053,26.3
ORD00283,C00848,2025-07-04 14:50:12,2025-07-08 14:50:12,Standard Class,Home Office,East,Office Supplies,Binders,143.17,6,0.088,10.92
ORD01909,C00389,2024-03-16 11:48:39,2024-03-17 11:48:39,First Class,Consumer,South,Office Supplies,Art,139.62,3,0.117,-0.31
ORD01398,C00741,2025-08-21 11:03:04,2025-08-26 11:03:04,Standard Class,Corporate,South,Office Supplies,Storage,29.04,1,0.164,0.79
ORD02514,C00278,2025-05-20 03:38:41,2025-05-24 03:38:41,Standard Class,Consumer,East,Office Supplies,Paper,184.86,7,0.107,14.3
ORD02639,C00466,2025-01-19 00:34:49,2025-01-19 00:34:49,Same Day,Home Office,East,Office Supplies,Paper,51.84,4,0.229,-4.14
ORD03829,C00143,2024-04-14 13:32:21,2024-04-16 13:32:21,Same Day,Home Office,North,Office Supplies,Binders,325.1,5,0.223,10.19
ORD00045,C00410,2025-12-28 13:47:05,2026-01-01 13:47:05,Second Class,Home Office,East,Office Supplies,Appliances,119.92,7,0.12,7.37
ORD01938,C00532,2024-11-19 02:27:53,2024-11-22 02:27:53,First Class,,East,Furniture,Chairs,336.94,3,0.148,-29.53
ORD03114,C00793,2024-02-02 05:56:52,2024-02-07 05:56:52,Standard Class,Corporate,South,Office Supplies,Appliances,138.87,7,0.069,17.38
ORD01003,C00037,2024-06-02 06:38:53,2024-06-05 06:38:53,Standard Class,Home Office,North,Office Supplies,Appliances,195.26,5,0.296,-25.75
ORD03367,C00568,2024-10-19 22:09:43,2024-10-22 22:09:43,Standard Class,Corporate,South,Office Supplies,Binders,86.14,5,0.071,5.38
ORD02548,C00814,2024-02-15 11:57:56,2024-02-19 11:57:56,Standard Class,Corporate,North,Furniture,Bookcases,568.47,3,0.319,-102.38
ORD01927,C00737,2024-08-24 11:22:13,2024-08-27 11:22:13,Second Class,Consumer,North,Office Supplies,Binders,133.45,7,0.135,10.98
ORD00448,C00453,2024-12-07 22:25:54,2024-12-09 22:25:54,First Class,Home Office,South,Office Supplies,Appliances,39.91,2,0.069,3.22
ORD02219,C00390,2025-11-23 12:16:08,2025-11-27 12:16:08,Standard Class,Consumer,North,Furniture,Bookcases,452.3,5,0.208,-20.24
ORD00022,C00579,2024-03-04 01:17:24,2024-03-07 01:17:24,Standard Class,Consumer,South,Technology,Phones,800.7,7,0.094,31.46
ORD01217,C00668,2025-02-25 02:36:14,2025-02-26 02:36:14,Same Day,Home Office,East,Office Supplies,Art,55.61,1,0.254,-6.55
ORD01467,C00380,2025-10-30 12:08:06,2025-11-02 12:08:06,Second Class,Home Office,South,Office Supplies,Art,69.24,4,0.05,6.99
ORD00332,C00518,2025-08-11 12:27:56,2025-08-14 12:27:56,Standard Class,Home Office,West,Furniture,Furnishings,1153.1,6,0.273,-182.72
ORD00272,C00004,2025-11-06 04:58:30,2025-11-11 04:58:30,Standard Class,Consumer,West,Office Supplies,Storage,98.48,3,0.171,0.72
ORD03466,C00302,2024-05-04 08:22:39,2024-05-09 08:22:39,Standard Class,Consumer,East,Technology,Laptops,120.8,1,0.048,24.21
ORD01862,C00749,2025-08-07 23:31:56,2025-08-12 23:31:56,Standard Class,Consumer,West,Furniture,Bookcases,465.27,4,0.058,14.9
ORD00360,C00394,2025-12-15 09:40:12,2025-12-20 09:40:12,Standard Class,Consumer,West,Office Supplies,Storage,178.69,4,0.102,8.13
ORD01275,C00450,2024-08-26 00:05:35,2024-08-29 00:05:35,Standard Class,Home Office,South,Office Supplies,Paper,220.25,8,0.132,6.78
ORD02321,C00891,2024-12-30 00:09:53,2025-01-02 00:09:53,Standard Class,Corporate,East,Technology,Phones,950.87,7,0.211,-71.48
ORD03487,C00386,2025-01-22 12:20:25,2025-01-26 12:20:25,Standard Class,Consumer,North,Technology,Accessories,283.76,2,0.024,67.87
ORD01740,C00415,2024-12-26 09:08:05,2024-12-30 09:08:05,Standard Class,Consumer,East,Office Supplies,Art,41.0,3,0.011,6.38
ORD00696,C00721,2024-07-30 12:58:38,2024-08-04 12:58:38,Standard Class,Consumer,East,Office Supplies,Binders,69.62,2,0.38,-12.39
ORD01882,C00803,2025-12-09 17:54:01,2025-12-12 17:54:01,Standard Class,Home Office,North,Furniture,Tables,1083.89,8,0.228,-123.94
ORD02705,C00330,2025-11-29 05:49:23,2025-12-01 05:49:23,First Class,Corporate,South,Technology,Phones,272.28,3,0.312,-14.96
ORD00502,C00167,2024-10-04 22:25:51,2024-10-08 22:25:51,Second Class,Consumer,West,Office Supplies,Paper,286.3,8,0.204,-5.91
ORD02463,C00615,2025-08-10 20:43:00,2025-08-15 20:43:00,Standard Class,Consumer,South,Technology,Laptops,118.59,1,0.074,21.77
ORD01344,C00098,2024-10-17 04:38:18,2024-10-22 04:38:18,Standard Class,Consumer,North,Office Supplies,Art,184.68,5,0.158,-10.03
ORD03881,C00689,2025-08-03 05:04:54,2025-08-07 05:04:54,Second Class,Consumer,North,Technology,Phones,132.07,1,0.272,-3.52
ORD01709,C00458,2025-03-02 20:52:02,2025-03-07 20:52:02,Standard Class,Home Office,South,Office Supplies,Art,70.46,5,0.303,-8.84
ORD02219,C00933,2024-12-09 05:22:21,2024-12-13 05:22:21,Second Class,Corporate,West,Technology,Phones,159.86,1,0.033,32.7
ORD02756,C00285,2024-04-03 11:28:54,2024-04-05 11:28:54,Same Day,Consumer,East,Office Supplies,Binders,123.0,2,0.165,9.24
ORD03148,C00730,2025-04-22 20:25:54,2025-04-27 20:25:54,Standard Class,Corporate,South,Office Supplies,Appliances,73.11,2,0.113,-1.31
ORD00216,C00004,2024-08-22 09:25:12,2024-08-25 09:25:12,Standard Class,Consumer,North,Furniture,Chairs,994.26,6,0.051,6.67
ORD01370,C00023,2024-06-07 07:21:48,2024-06-10 07:21:48,Standard Class,Consumer,North,Technology,Phones,805.75,6,0.171,36.33
ORD00045,C00426,2024-05-21 01:00:35,2024-05-25 01:00:35,Second Class,Corporate,South,Office Supplies,Binders,197.55,5,0.094,-4.97
ORD00282,C00594,2025-12-17 18:29:44,2025-12-22 18:29:44,Standard Class,Consumer,West,Office Supplies,Storage,34.75,2,0.352,-1.49
ORD01858,C00159,2024-03-16 09:31:35,2024-03-19 09:31:35,Second Class,Consumer,East,Technology,Accessories,493.19,3,0.118,72.05
ORD01578,C00585,2025-08-05 22:10:21,2025-08-08 22:10:21,Standard Class,Corporate,South,Technology,Laptops,445.71,4,0.208,13.74
ORD02816,C00631,2025-09-24 06:51:12,2025-09-28 06:51:12,Second Class,Home Office,East,Office Supplies,Appliances,86.56,8,0.166,3.98
ORD02623,C00118,2024-01-23 16:02:49,2024-01-27 16:02:49,Second Class,Consumer,South,Office Supplies,Art,126.04,6,0.06,18.64
ORD03599,C00819,2025-03-06 05:04:55,2025-03-10 05:04:55,Standard Class,Corporate,East,Furniture,Tables,86.41,1,0.213,-9.43
ORD00992,C00712,2025-02-25 12:07:54,2025-02-26 12:07:54,Same Day,Consumer,East,Technology,Phones,141.36,1,0.264,-6.18
ORD02136,C00317,2024-09-18 19:56:50,2024-09-19 19:56:50,First Class,Corporate,East,Office Supplies,Appliances,31.91,3,0.198,-0.1
ORD00541,C00356,2025-05-01 16:50:03,2025-05-06 16:50:03,Standard Class,Consumer,East,Office Supplies,Storage,132.32,2,0.042,13.2
ORD01661,C00259,2024-10-25 07:53:14,2024-10-26 07:53:14,Same Day,Corporate,West,Office Supplies,Paper,243.1,4,0.211,-14.93
ORD00409,C00592,2024-11-16 23:23:48,2024-11-17 23:23:48,First Class,Consumer,South,Office Supplies,Storage,414.28,8,0.207,-26.94
ORD03567,C00650,2024-11-11 00:12:46,2024-11-14 00:12:46,Standard Class,Home Office,North,Furniture,Tables,171.47,2,0.158,-1.79
ORD02063,C00255,2025-08-07 11:48:51,2025-08-09 11:48:51,Second Class,Home Office,North,Office Supplies,Paper,184.12,5,0.078,24.94
ORD00283,C00519,2025-04-07 04:46:25,2025-04-09 04:46:25,Second Class,Consumer,East,Furniture,Tables,1083.37,4,0.284,-220.03
ORD01307,C00169,2024-10-03 16:54:11,2024-10-05 16:54:11,Second Class,Corporate,East,Technology,Laptops,807.98,6,0.062,117.41
ORD03004,C00391,2025-11-07 12:59:59,2025-11-08 12:59:59,First Class,Consumer,East,Furniture,Chairs,553.1,5,0.366,-122.81
ORD02979,C00376,2025-08-08 12:04:17,2025-08-12 12:04:17,Standard Class,Corporate,East,Furniture,Furnishings,1064.36,5,0.233,-172.29
ORD02913,C00360,2025-11-11 22:17:56,2025-11-14 22:17:56,Standard Class,Consumer,South,Furniture,Chairs,422.42,3,0.085,16.29
ORD02491,C00196,2025-06-17 06:22:32,2025-06-20 06:22:32,Standard Class,Consumer,East,Office Supplies,Binders,445.26,8,0.177,-1.7
ORD03839,C00023,2024-10-12 18:56:22,2024-10-15 18:56:22,Second Class,Corporate,East,Furniture,Bookcases,667.05,3,0.185,-65.67
ORD03657,C00937,2025-07-18 05:56:19,2025-07-21 05:56:19,Standard Class,Consumer,South,Technology,Phones,309.82,2,0.151,11.47
ORD01566,C00384,2024-08-28 08:40:41,2024-08-31 08:40:41,Standard Class,Consumer,South,Office Supplies,Art,33.73,1,0.137,1.54
ORD03822,C00690,2024-07-16 18:40:19,2024-07-21 18:40:19,Standard Class,Consumer,North,Office Supplies,Art,17.65,1,0.255,-0.35
ORD02671,C00818,2024-11-25 06:20:04,2024-11-28 06:20:04,Second Class,Consumer,South,Office Supplies,Storage,115.95,3,0.108,7.29
ORD00003,C00036,2025-12-08 14:12:08,2025-12-13 14:12:08,Standard Class,Consumer,West,Office Supplies,Storage,399.35,7,0.112,61.75
ORD02908,C00379,2025-02-18 14:12:27,2025-02-22 14:12:27,Standard Class,Corporate,West,Technology,Laptops,330.58,2,0.255,13.48
ORD00917,C00365,2024-10-07 02:18:08,2024-10-11 02:18:08,Standard Class,Corporate,East,Technology,Laptops,129.68,1,0.166,11.1
ORD03352,C00603,2024-12-03 03:02:59,2024-12-06 03:02:59,Standard Class,Consumer,South,Technology,Accessories,639.42,5,0.149,18.46
ORD00943,C00867,2024-07-31 14:06:32,2024-08-05 14:06:32,Standard Class,Consumer,East,Office Supplies,Binders,192.77,5,0.165,12.05
ORD01872,C00643,2025-04-25 21:21:35,2025-04-28 21:21:35,Standard Class,Corporate,East,Furniture,Bookcases,1304.16,5,0.09,-6.71
ORD03428,C00566,2024-09-12 19:26:29,2024-09-14 19:26:29,Second Class,Corporate,South,Office Supplies,Binders,44.43,1,0.098,4.01
ORD03060,C00216,2025-02-08 17:04:15,2025-02-11 17:04:15,Standard Class,Corporate,West,Furniture,Tables,325.28,2,0.201,-55.47
ORD00518,C00461,2024-09-26 23:12:51,2024-10-01 23:12:51,Standard Class,Consumer,North,Furniture,Bookcases,443.26,3,0.074,11.57
ORD03805,C00704,2024-08-22 02:56:10,2024-08-25 02:56:10,Second Class,Consumer,North,Office Supplies,Storage,228.64,6,0.286,-35.52
ORD01628,C00510,2025-12-09 06:31:47,2025-12-13 06:31:47,Standard Class,Corporate,North,Office Supplies,Appliances,236.28,6,0.027,30.28
ORD02069,C00578,2024-09-09 09:12:13,2024-09-13 09:12:13,Standard Class,Consumer,North,Office Supplies,Appliances,90.92,7,0.077,2.43
ORD00208,C00289,2024-02-21 11:31:00,2024-02-24 11:31:00,Standard Class,Consumer,West,Technology,Phones,838.08,5,0.113,100.39
ORD00112,C00444,2024-10-03 08:56:44,2024-10-08 08:56:44,Standard Class,Consumer,South,Office Supplies,Appliances,161.3,4,0.138,6.81
ORD01865,C00369,2025-01-23 11:09:46,2025-01-27 11:09:46,Standard Class,Corporate,South,Office Supplies,Appliances,164.51,5,0.11,2.71
ORD01390,C00470,2024-03-10 02:05:19,2024-03-11 02:05:19,Same Day,Consumer,South,Office Supplies,Binders,226.48,4,0.3,-31.62
ORD00150,C00188,2024-08-11 03:35:27,2024-08-16 03:35:27,Standard Class,Corporate,South,Office Supplies,Paper,99.01,2,0.238,-5.87
ORD00341,C00615,2024-05-01 05:25:02,2024-05-03 05:25:02,Second Class,Corporate,South,Technology,Laptops,817.41,5,0.16,39.65
ORD02826,C00675,2024-12-31 11:21:28,2025-01-01 11:21:28,First Class,Consumer,North,Furniture,Chairs,658.61,3,0.127,40.19
ORD02294,C00721,2025-06-11 20:57:13,2025-06-16 20:57:13,Standard Class,Corporate,East,Technology,Phones,432.26,3,0.107,35.73
ORD02021,C00225,2025-12-07 23:46:25,2025-12-09 23:46:25,Second Class,Corporate,North,Furniture,Bookcases,1384.15,6,0.141,16.69
ORD02214,C00399,2024-10-11 00:58:27,2024-10-14 00:58:27,Standard Class,Consumer,West,Technology,Laptops,151.39,1,0.014,33.23
ORD03892,C00404,2025-09-22 04:17:27,2025-09-26 04:17:27,Second Class,Corporate,North,Office Supplies,Paper,37.2,1,0.096,0.25
ORD01801,C00836,2024-06-05 14:43:22,2024-06-07 14:43:22,First Class,Consumer,East,Office Supplies,Art,63.09,3,0.007,9.96
ORD03846,C00880,2025-07-23 18:18:28,2025-07-26 18:18:28,Standard Class,Consumer,West,Technology,Laptops,585.88,5,0.093,77.63
ORD01168,C00455,2025-02-14 18:01:14,2025-02-16 18:01:14,First Class,Corporate,North,Office Supplies,Binders,245.04,7,0.102,12.59
ORD03059,C00386,2025-07-07 11:11:46,2025-07-11 11:11:46,Standard Class,Corporate,North,Technology,Phones,736.72,5,0.27,38.32
ORD02453,C00021,2025-07-05 13:03:10,2025-07-07 13:03:10,Second Class,Consumer,West,Office Supplies,Art,125.89,3,0.174,8.96
ORD01142,C00320,2025-01-23 16:12:50,2025-01-26 16:12:50,Standard Class,Home Office,South,Furniture,Tables,559.39,3,0.141,-36.96
ORD00458,C00067,2024-07-06 22:02:23,2024-07-10 22:02:23,Standard Class,Corporate,East,Office Supplies,Paper,224.23,4,0.154,11.28
ORD00438,C00402,2025-01-19 02:44:47,2025-01-22 02:44:47,Standard Class,Corporate,North,Office Supplies,Paper,65.97,3,0.02,11.88
ORD02553,C00367,2025-08-26 13:21:31,2025-08-29 13:21:31,First Class,Consumer,South,Furniture,Bookcases,447.85,6,0.261,-59.76
ORD00611,C00237,2025-12-09 13:56:47,2025-12-13 13:56:47,Second Class,Consumer,East,Office Supplies,Appliances,363.46,7,0.063,19.47
ORD02421,C00927,2025-11-08 01:53:06,2025-11-11 01:53:06,First Class,Consumer,West,Furniture,Tables,799.97,6,0.269,-132.05
ORD02691,C00696,2024-05-12 11:18:10,2024-05-17 11:18:10,Standard Class,Corporate,South,Office Supplies,Appliances,241.33,4,0.302,-24.86
